"","Species","Phylum","Class"
"13217","Plutonaster bifrons","Echinodermata","Asteroidea"
"13218","Peniagone azorica","Echinodermata","Holothuroidea"
"13219","Paramuricea grayi","Cnidaria","Anthozoa"
"13220","Ipnopidae","Chordata","Teleostei"
"13221","Gonichthys","Chordata","Teleostei"
"13222","Bathylaco","Chordata","Teleostei"
"13223","Pseudocyttus","Chordata","Teleostei"
"13224","Synodus saurus","Chordata","Teleostei"
"13225","Macrocypris","Arthropoda","Ostracoda"
"13226","Gigantocypris dracontovalis","Arthropoda","Ostracoda"
"13227","Loricoecia acutimarginata","Arthropoda","Ostracoda"
"13228","Protoptilum","Cnidaria","Anthozoa"
"13229","Leiochrides","Annelida","Polychaeta"
"13230","Heterospio longissima","Annelida","Polychaeta"
"13231","Proceraea picta","Annelida","Polychaeta"
"13232","Guitarridae","Porifera","Demospongiae"
"13233","Iotrochota","Porifera","Demospongiae"
"13234","Chondrilla","Porifera","Demospongiae"
"13235","Sceptrella","Porifera","Demospongiae"
"13236","Sycon raphanus","Porifera","Calcarea"
"13237","Histodermella ingolfi","Porifera","Demospongiae"
"13238","Anoplodactylus petiolatus","Arthropoda","Pycnogonida"
"13239","Notholca","Rotifera","Eurotatoria"
"13240","Prayidae","Cnidaria","Hydrozoa"
"13241","Abyla bicarinata","Cnidaria","Hydrozoa"
"13242","Nephasoma (Nephasoma) wodjanizkii","Annelida",NA
"13243","Eccliseogyra","Mollusca","Gastropoda"
"13244","Parborlasia","Nemertea","Pilidiophora"
"13245","Trichocerca rattus","Rotifera","Eurotatoria"
"13246","Pleuroxus","Arthropoda","Branchiopoda"
"13247","Malacosteinae","Chordata","Teleostei"
"13248","Myodocopa","Arthropoda","Ostracoda"
"13249","Labichthys carinatus","Chordata","Teleostei"
"13250","Echiophis intertinctus","Chordata","Teleostei"
"13251","Nezumia cyrano","Chordata","Teleostei"
"13252","Ipnops murrayi","Chordata","Teleostei"
"13253","Kogia sima","Chordata","Mammalia"
"13254","Symphurus plagiusa","Chordata","Teleostei"
"13255","Austrocidaris","Echinodermata","Echinoidea"
"13256","Araeolaimus paradubiosus","Nematoda","Chromadorea"
"13257","Antarcticonema comicapitatum","Nematoda","Chromadorea"
"13258","Scalarispongia similis","Porifera","Demospongiae"
"13259","Dragmaxia","Porifera","Demospongiae"
"13260","Antho (Antho) involvens","Porifera","Demospongiae"
"13261","Echinodictyum dendroides","Porifera","Demospongiae"
"13262","Lissodendoryx (Ectyodoryx) anacantha","Porifera","Demospongiae"
"13263","Spanioplon werthi","Porifera","Demospongiae"
"13264","Plakortis microrhabdifera","Porifera","Homoscleromorpha"
"13265","Chondrosia collectrix","Porifera","Demospongiae"
"13266","Suberites aurantiacus","Porifera","Demospongiae"
"13267","Ammothea glacialis","Arthropoda","Pycnogonida"
"13268","Callozostron diplodiadema","Cnidaria","Anthozoa"
"13269","Anchinothria","Annelida","Polychaeta"
"13270","Travisia profundi","Annelida","Polychaeta"
"13271","Billardia subrufa","Cnidaria","Hydrozoa"
"13272","Phorbas longurioides","Porifera","Demospongiae"
"13273","Archiconchoecinna cuneata","Arthropoda","Ostracoda"
"13274","Calyptrophora","Cnidaria","Anthozoa"
"13275","Gastropteron","Mollusca","Gastropoda"
"13276","Heterocuma intermedia","Arthropoda","Malacostraca"
"13277","Vaunthompsonia meridionalis","Arthropoda","Malacostraca"
"13278","Choanostomellia","Annelida","Polychaeta"
"13279","Amphisbetia bidens","Cnidaria","Hydrozoa"
"13280","Solemya occidentalis","Mollusca","Bivalvia"
"13281","Astrophiura permira","Echinodermata","Ophiuroidea"
"13282","Synoicum australe","Chordata","Ascidiacea"
"13283","Atrina squamifera","Mollusca","Bivalvia"
"13284","Acanthurus nigrofuscus","Chordata","Teleostei"
"13285","Aphanopus mikhailini","Chordata","Teleostei"
"13286","Odontodactylus scyllarus","Arthropoda","Malacostraca"
"13287","Calliopiella michaelseni","Arthropoda","Malacostraca"
"13288","Heliacus cylindricus","Mollusca","Gastropoda"
"13289","Agaronia hiatula","Mollusca","Gastropoda"
"13290","Aequipecten flabellum","Mollusca","Bivalvia"
"13291","Halalaimus setosus","Nematoda","Enoplea"
"13292","Terschellingia claviger","Nematoda","Chromadorea"
"13293","Eurystomina filicolle","Nematoda","Enoplea"
"13294","Metasphaerolaimus hamatus","Nematoda","Chromadorea"
"13295","Sphaerolaimus ferulaceus","Nematoda","Chromadorea"
"13296","Staurotheca abyssalis","Cnidaria","Hydrozoa"
"13297","Oneirodes notius","Chordata","Teleostei"
"13298","Trematomus bernacchii","Chordata","Teleostei"
"13299","Urothoe vemae","Arthropoda","Malacostraca"
"13300","Parschisturella simplex","Arthropoda","Malacostraca"
"13301","Gammaropsis (Gammaropsis) longicornis","Arthropoda","Malacostraca"
"13302","Exogone (Sylline) aquadulcensis","Annelida","Polychaeta"
"13303","Nymphon vacans","Arthropoda","Pycnogonida"
"13304","Pycnogonum sivertseni","Arthropoda","Pycnogonida"
"13305","Lithodes unicornis","Arthropoda","Malacostraca"
"13306","Holothuria (Holothuria) caparti","Echinodermata","Holothuroidea"
"13307","Amphioplus occidentalis","Echinodermata","Ophiuroidea"
"13308","Indoapseudes","Arthropoda","Malacostraca"
"13309","Carpoapseudes prospectnes","Arthropoda","Malacostraca"
"13310","Collettea pegmata","Arthropoda","Malacostraca"
"13311","Aplysina alcicornis","Porifera","Demospongiae"
"13312","Adagnesia fissa","Chordata","Ascidiacea"
"13313","Agnezia tenue","Chordata","Ascidiacea"
"13314","Protoholozoa cantarella","Chordata","Ascidiacea"
"13315","Botrylloides niger","Chordata","Ascidiacea"
"13316","Hydroniscus quadrifrons","Arthropoda","Malacostraca"
"13317","Ischnomesus decemspinosus","Arthropoda","Malacostraca"
"13318","Ischnomesus paucispinis","Arthropoda","Malacostraca"
"13319","Stylomesus granulosus","Arthropoda","Malacostraca"
"13320","Isocladus tristense","Arthropoda","Malacostraca"
"13321","Chauliodoniscus ovalis","Arthropoda","Malacostraca"
"13322","Neastacilla estadoensis","Arthropoda","Malacostraca"
"13323","Dicyemennea dorycephalum","Dicyemida","Rhombozoa"
"13324","Galaxias","Chordata","Teleostei"
"13325","Hisonotus","Chordata","Teleostei"
"13326","Lile","Chordata","Teleostei"
"13327","Anguilla reinhardtii","Chordata","Teleostei"
"13328","Decapterus muroadsi","Chordata","Teleostei"
"13329","Careproctus pallidus","Chordata","Teleostei"
"13330","Eustomias intermedius","Chordata","Teleostei"
"13331","Cynoscion phoxocephalus","Chordata","Teleostei"
"13332","Stegastes uenfi","Chordata","Teleostei"
"13333","Caralophia loxochila","Chordata","Teleostei"
"13334","Cololabis adoceta","Chordata","Teleostei"
"13335","Phelliactis gigantea","Cnidaria","Anthozoa"
"13336","Sertularella producta","Cnidaria","Hydrozoa"
"13337","Caryophyllia (Caryophyllia) ambrosia ambrosia","Cnidaria","Anthozoa"
"13338","Cerianthula braemi","Cnidaria","Anthozoa"
"13339","Muricea laxa","Cnidaria","Anthozoa"
"13340","Primnoeides sertularoides","Cnidaria","Anthozoa"
"13341","Inflatocalyx infirmata","Cnidaria","Anthozoa"
"13342","Ophioplinthus turgida","Echinodermata","Ophiuroidea"
"13343","Macrochaeta westheidei","Annelida","Polychaeta"
"13344","Kuwaita heteropoda","Annelida","Polychaeta"
"13345","Desmosoma renatae","Arthropoda","Malacostraca"
"13346","Momedossa longipedis","Arthropoda","Malacostraca"
"13347","Nectoteuthis pourtalesi","Mollusca","Cephalopoda"
"13348","Haploniscus nudifrons","Arthropoda","Malacostraca"
"13349","Cymbasoma gracile","Arthropoda","Copepoda"
"13350","Calanoides natalis","Arthropoda","Copepoda"
"13351","Oithona bjornbergae","Arthropoda","Copepoda"
"13352","Iridopagurus violaceus","Arthropoda","Malacostraca"
"13353","Astacilla longipes","Arthropoda","Malacostraca"
"13354","Sandersiella bathyalis","Arthropoda","Cephalocarida"
"13355","Hyphalaster giganteus","Echinodermata","Asteroidea"
"13356","Ingolfiella rocaensis","Arthropoda","Malacostraca"
"13357","Engina goncalvesi","Mollusca","Gastropoda"
"13358","Oculocytheropteron melicerion","Arthropoda","Ostracoda"
"13359","Meganthias natalensis","Chordata","Teleostei"
"13360","Aspella cryptica","Mollusca","Gastropoda"
"13361","Werthella atlantica","Arthropoda","Arachnida"
"13362","Cetoconcha angolensis","Mollusca","Bivalvia"
"13363","Fannyella (Fannyella)","Cnidaria","Anthozoa"
"13364","Pilsbryspira","Mollusca","Gastropoda"
"13365","Vibilia gibbosa","Arthropoda","Malacostraca"
"13366","Echinogurges clavatus","Mollusca","Gastropoda"
"13367","Ancistrobasis costulata","Mollusca","Gastropoda"
"13368","Anticlimax pilsbryi","Mollusca","Gastropoda"
"13369","Tetraclitella divisa","Arthropoda","Thecostraca"
"13370","Conus carcellesi","Mollusca","Gastropoda"
"13371","Echinopsyllus brasiliensis","Arthropoda","Copepoda"
"13372","Compsodrillia gundlachi","Mollusca","Gastropoda"
"13373","Eucratopsis crassimanus","Arthropoda","Malacostraca"
"13374","Chrysopathes oligocrada","Cnidaria","Anthozoa"
"13375","Limea argentinae","Mollusca","Bivalvia"
"13376","Mitrella cabofrioensis","Mollusca","Gastropoda"
"13377","Aversovalva brandaoae","Arthropoda","Ostracoda"
"13378","Agrenocythere hazeli","Arthropoda","Ostracoda"
"13379","Klugerella marcusi","Bryozoa","Gymnolaemata"
"13380","Lacerna gabriellae","Bryozoa","Gymnolaemata"
"13381","Supercytis savii","Bryozoa","Stenolaemata"
"13382","Cheilonella bathyalis","Bryozoa","Gymnolaemata"
"13383","Upogebia furcata","Arthropoda","Malacostraca"
"13384","Septibranchia","Mollusca","Bivalvia"
"13385","Epimeria semiarmata","Arthropoda","Malacostraca"
"13386","Antillophos smithi","Mollusca","Gastropoda"
"13387","Leukoma subrostrata","Mollusca","Bivalvia"
"13388","Policordia laevis","Mollusca","Bivalvia"
"13389","Fissurella picta","Mollusca","Gastropoda"
"13390","Psychropotes scotiae","Echinodermata","Holothuroidea"
"13391","Trachythyone peruana","Echinodermata","Holothuroidea"
"13392","Corolla intermedia","Mollusca","Gastropoda"
"13393","Amphithyrus glaber","Arthropoda","Malacostraca"
"13394","Ophiocymbium rarispinum","Echinodermata","Ophiuroidea"
"13395","Lissodendoryx (Ectyodoryx) jasonensis","Porifera","Demospongiae"
"13396","Spirobranchus minutus","Annelida","Polychaeta"
"13397","Phorbas capixaba","Porifera","Demospongiae"
"13398","Tedania (Tedaniopsis) wellsae","Porifera","Demospongiae"
"13399","Orania castanea","Mollusca","Gastropoda"
"13400","Oligobregma notiale","Annelida","Polychaeta"
"13401","Tanseimaruana vestis","Annelida","Polychaeta"
"13402","Trochochaeta ankeae","Annelida","Polychaeta"
"13403","Hemicytherura stigmata","Arthropoda","Ostracoda"
"13404","Falsimohnia innocens","Mollusca","Gastropoda"
"13405","Nassarius angolensis","Mollusca","Gastropoda"
"13406","Plakinastrella globularis","Porifera","Homoscleromorpha"
"13407","Ciocalapata minuspiculifera","Porifera","Demospongiae"
"13408","Paraleucilla incomposita","Porifera","Calcarea"
"13409","Cerithiopsis subulata","Mollusca","Gastropoda"
"13410","Tedania (Tedania) livida","Porifera","Demospongiae"
"13411","Crisularia hyadesi","Bryozoa","Gymnolaemata"
"13412","Chaetopleura pertusa","Mollusca","Polyplacophora"
"13413","Timea berlincki","Porifera","Demospongiae"
"13414","Dercitus (Stoeba) pseudodiscorhabda","Porifera","Demospongiae"
"13415","Anatoma campense","Mollusca","Gastropoda"
"13416","Scalarispongia tubulata","Porifera","Demospongiae"
"13417","Sympagella tabachnicki","Porifera","Hexactinellida"
"13418","Leucopsacus barracuda","Porifera","Hexactinellida"
"13419","Leodamas tribulosus","Annelida","Polychaeta"
"13420","Auletta akaroa","Porifera","Demospongiae"
"13421","Didiscus oxeatus","Porifera","Demospongiae"
"13422","Sabatieria labium","Nematoda","Chromadorea"
"13423","Iophon parvachela","Porifera","Demospongiae"
"13424","Sagenotriton bonaespei","Mollusca","Gastropoda"
"13425","Amblyosyllis spectabilis","Annelida","Polychaeta"
"13426","Oceanapia hechteli","Porifera","Demospongiae"
"13427","Platytyphlops peringueyi","Arthropoda","Malacostraca"
"13428","Puncturella nymphalis","Mollusca","Gastropoda"
"13429","Weltnerium multicostatum","Arthropoda","Thecostraca"
"13430","Stellettinopsis hajdui","Porifera","Demospongiae"
"13431","Melita petronioi","Arthropoda","Malacostraca"
"13432","Scoletoma hebes","Annelida","Polychaeta"
"13433","Ernsta tetractina","Porifera","Calcarea"
"13434","Placospongia giseleae","Porifera","Demospongiae"
"13435","Acarnus microxeatus","Porifera","Demospongiae"
"13436","Somniosus pacificus","Chordata","Elasmobranchii"
"13437","Fontitrygon colarensis","Chordata","Elasmobranchii"
"13438","Mesogastropoda","Mollusca","Gastropoda"
"13439","Wieseria","Nematoda","Enoplea"
"13440","Belbolla","Nematoda","Enoplea"
"13441","Pycnanthus","Cnidaria","Anthozoa"
"13442","Liljeborgia","Arthropoda","Malacostraca"
"13443","Hyperia spinigera","Arthropoda","Malacostraca"
"13444","Schizopathes","Cnidaria","Anthozoa"
"13445","Monacilla tenera","Arthropoda","Copepoda"
"13446","Paragaleus","Chordata","Elasmobranchii"
"13447","Raja maderensis","Chordata","Elasmobranchii"
"13448","Balanus balanus","Arthropoda","Thecostraca"
"13449","Detocarcinus balssi","Arthropoda","Malacostraca"
"13450","Alpheus dentipes","Arthropoda","Malacostraca"
"13451","Trachycaris restricta","Arthropoda","Malacostraca"
"13452","Heterogenys microphthalma","Arthropoda","Malacostraca"
"13453","Procampylaspis armata","Arthropoda","Malacostraca"
"13454","Carbasea","Bryozoa","Gymnolaemata"
"13455","Exechonella antillea","Bryozoa","Gymnolaemata"
"13456","Selenopsyllus","Arthropoda","Copepoda"
"13457","Filellum","Cnidaria","Hydrozoa"
"13458","Blackfordia virginica","Cnidaria","Hydrozoa"
"13459","Orthopyxis integra","Cnidaria","Hydrozoa"
"13460","Polyplumaria flabellata","Cnidaria","Hydrozoa"
"13461","Amakusanthura","Arthropoda","Malacostraca"
"13462","Torwolia","Arthropoda","Malacostraca"
"13463","Hydroniscus","Arthropoda","Malacostraca"
"13464","Enoplolaimus vulgaris","Nematoda","Enoplea"
"13465","Derichthyidae","Chordata","Teleostei"
"13466","Megalops","Chordata","Teleostei"
"13467","Centrobranchus","Chordata","Teleostei"
"13468","Notacanthus","Chordata","Teleostei"
"13469","Conocara","Chordata","Teleostei"
"13470","Cheilopogon heterurus","Chordata","Teleostei"
"13471","Bathylagichthys greyae","Chordata","Teleostei"
"13472","Uranoscopus scaber","Chordata","Teleostei"
"13473","Eustomias longibarba","Chordata","Teleostei"
"13474","Distichoptilum gracile","Cnidaria","Anthozoa"
"13475","Cavernularia elegans","Cnidaria","Anthozoa"
"13476","Abyssoninoe","Annelida","Polychaeta"
"13477","Micromaldane","Annelida","Polychaeta"
"13478","Pseudopotamilla","Annelida","Polychaeta"
"13479","Syllides","Annelida","Polychaeta"
"13480","Ctenodrilus serratus","Annelida","Polychaeta"
"13481","Sigambra constricta","Annelida","Polychaeta"
"13482","Spirastrella","Porifera","Demospongiae"
"13483","Pachastrella abyssi","Porifera","Demospongiae"
"13484","Tanystylum orbiculare","Arthropoda","Pycnogonida"
"13485","Proales","Rotifera","Eurotatoria"
"13486","Cladocora","Cnidaria","Anthozoa"
"13487","Marrus","Cnidaria","Hydrozoa"
"13488","Forskalia","Cnidaria","Hydrozoa"
"13489","Lepeophtheirus crassus","Arthropoda","Copepoda"
"13490","Laridae","Chordata","Aves"
"13491","Zebina","Mollusca","Gastropoda"
"13492","Cliopsis krohnii","Mollusca","Gastropoda"
"13493","Onykia carriboea","Mollusca","Cephalopoda"
"13494","Alvania electa","Mollusca","Gastropoda"
"13495","Seguenzia elegans","Mollusca","Gastropoda"
"13496","Holophryxus","Arthropoda","Malacostraca"
"13497","Baseodiscus antarcticus","Nemertea","Pilidiophora"
"13498","Colurella obtusa","Rotifera","Eurotatoria"
"13499","Acroperus harpae","Arthropoda","Branchiopoda"
"13500","Cyclinella","Mollusca","Bivalvia"
"13501","Linhystera","Nematoda","Chromadorea"
"13502","Spio setosa","Annelida","Polychaeta"
"13503","Eustomias fissibarbis","Chordata","Teleostei"
"13504","Pontinus longispinis","Chordata","Teleostei"
"13505","Hypleurochilus geminatus","Chordata","Teleostei"
"13506","Starksia ocellata","Chordata","Teleostei"
"13507","Ctenocidaris spinosa","Echinodermata","Echinoidea"
"13508","Molgolaimus allgeni","Nematoda","Chromadorea"
"13509","Clathrina conifera","Porifera","Calcarea"
"13510","Ircinia felix","Porifera","Demospongiae"
"13511","Cacospongia amorpha","Porifera","Demospongiae"
"13512","Ciocalypta alba","Porifera","Demospongiae"
"13513","Halichondria (Halichondria) migottea","Porifera","Demospongiae"
"13514","Gelliodes licheniformis","Porifera","Demospongiae"
"13515","Plakinastrella microspiculifera","Porifera","Homoscleromorpha"
"13516","Timea bioxyasterina","Porifera","Demospongiae"
"13517","Amphiodia","Echinodermata","Ophiuroidea"
"13518","Cycethra verrucosa mawsoni","Echinodermata","Asteroidea"
"13519","Menipea","Bryozoa","Gymnolaemata"
"13520","Nephtys ferruginea","Annelida","Polychaeta"
"13521","Kymella polaris","Bryozoa","Gymnolaemata"
"13522","Paranaitis bowersi","Annelida","Polychaeta"
"13523","Sphaerosyllis joinvillensis","Annelida","Polychaeta"
"13524","Iathrippa trilobatus","Arthropoda","Malacostraca"
"13525","Gondogeneia","Arthropoda","Malacostraca"
"13526","Brisingenes multicostata","Echinodermata","Asteroidea"
"13527","Diastylis hammoniae","Arthropoda","Malacostraca"
"13528","Styloptocuma cristatum","Arthropoda","Malacostraca"
"13529","Limatula deceptionensis","Mollusca","Bivalvia"
"13530","Prosipho crassicostatus","Mollusca","Gastropoda"
"13531","Pseudokellya inexpectata","Mollusca","Bivalvia"
"13532","Canda","Bryozoa","Gymnolaemata"
"13533","Cirriformia filigera","Annelida","Polychaeta"
"13534","Scyphoproctus djiboutiensis","Annelida","Polychaeta"
"13535","Spatangus capensis","Echinodermata","Echinoidea"
"13536","Onithochiton literatus","Mollusca","Polyplacophora"
"13537","Nerita plicata","Mollusca","Gastropoda"
"13538","Sphagemacrurus pumiliceps","Chordata","Teleostei"
"13539","Helcogramma obtusirostris","Chordata","Teleostei"
"13540","Istiblennius edentulus","Chordata","Teleostei"
"13541","Eurydice longicornis","Arthropoda","Malacostraca"
"13542","Pecten keppelianus","Mollusca","Bivalvia"
"13543","Sepia tuberculata","Mollusca","Cephalopoda"
"13544","Dichromadora dissipata","Nematoda","Chromadorea"
"13545","Disconema falklandiae","Nematoda","Chromadorea"
"13546","Cheironchus conicaudatus","Nematoda","Chromadorea"
"13547","Stylaster robustus","Cnidaria","Hydrozoa"
"13548","Sertularelloides cylindritheca","Cnidaria","Hydrozoa"
"13549","Lampris immaculatus","Chordata","Teleostei"
"13550","Careproctus credispinulosus","Chordata","Teleostei"
"13551","Abyssaster planus","Echinodermata","Asteroidea"
"13552","Anasterias asterinoides","Echinodermata","Asteroidea"
"13553","Novocrania altivertex","Brachiopoda","Craniata"
"13554","Kraussina rubra","Brachiopoda","Rhynchonellata"
"13555","Abyssobrotula galatheae","Chordata","Teleostei"
"13556","Eudevenopus","Arthropoda","Malacostraca"
"13557","Bathyporeiapus magellanicus","Arthropoda","Malacostraca"
"13558","Gammaropsis (Gammaropsis) triodon","Arthropoda","Malacostraca"
"13559","Zygomaera eugeniae","Arthropoda","Malacostraca"
"13560","Antatelson cultricauda","Arthropoda","Malacostraca"
"13561","Eophoxocephalopsis colombus","Arthropoda","Malacostraca"
"13562","Achaeus monodi","Arthropoda","Malacostraca"
"13563","Macropodia gilsoni","Arthropoda","Malacostraca"
"13564","Macrobrachium carcinus","Arthropoda","Malacostraca"
"13565","Sinelobus","Arthropoda","Malacostraca"
"13566","Hamatipeda longa","Arthropoda","Malacostraca"
"13567","Brachionus angularis angularis","Rotifera","Eurotatoria"
"13568","Brachionus calyciflorus calyciflorus","Rotifera","Eurotatoria"
"13569","Euherdmania fasciculata","Chordata","Ascidiacea"
"13570","Pseudodistoma michaelseni","Chordata","Ascidiacea"
"13571","Pyura chilensis","Chordata","Ascidiacea"
"13572","Gaetanus brevispinus","Arthropoda","Copepoda"
"13573","Quantanthura menziesi","Arthropoda","Malacostraca"
"13574","Acanthomunna beddardi","Arthropoda","Malacostraca"
"13575","Haploniscus tropicalis","Arthropoda","Malacostraca"
"13576","Janirella magnifrons","Arthropoda","Malacostraca"
"13577","Joeropsis stebbingi","Arthropoda","Malacostraca"
"13578","Gnathia pantherina","Arthropoda","Malacostraca"
"13579","Gnathia ricardoi","Arthropoda","Malacostraca"
"13580","Cylindrarcturus leucophthalmus","Arthropoda","Malacostraca"
"13581","Serolella platygaster","Arthropoda","Malacostraca"
"13582","Anthothoe","Cnidaria","Anthozoa"
"13583","Brachyhypopomus","Chordata","Teleostei"
"13584","Idiastion","Chordata","Teleostei"
"13585","Gymnothorax mareei","Chordata","Teleostei"
"13586","Ophichthus brasiliensis","Chordata","Teleostei"
"13587","Coryphaenoides bulbiceps","Chordata","Teleostei"
"13588","Nezumia stelgidolepis","Chordata","Teleostei"
"13589","Anthias helenensis","Chordata","Teleostei"
"13590","Lycodonus malvinensis","Chordata","Teleostei"
"13591","Photonectes achirus","Chordata","Teleostei"
"13592","Ancylopsetta kumperae","Chordata","Teleostei"
"13593","Aspasmogaster tasmaniensis","Chordata","Teleostei"
"13594","Coelorinchus canus","Chordata","Teleostei"
"13595","Hypopleuron caninum","Chordata","Teleostei"
"13596","Ribeiroclinus eigenmanni","Chordata","Teleostei"
"13597","Anthopleura sanctaehelenae","Cnidaria","Anthozoa"
"13598","Peachia koreni","Cnidaria","Anthozoa"
"13599","Calliactis reticulata","Cnidaria","Anthozoa"
"13600","Actinothoe paradoxa","Cnidaria","Anthozoa"
"13601","Amphisbetia bispinosa","Cnidaria","Hydrozoa"
"13602","Leptogorgia palma","Cnidaria","Anthozoa"
"13603","Parathalestris ganio","Arthropoda","Copepoda"
"13604","Coelorinchus pseudoparallelus","Chordata","Teleostei"
"13605","Ophioplinthus brevirima","Echinodermata","Ophiuroidea"
"13606","Pseudostreblosoma serratum","Annelida","Polychaeta"
"13607","Streblosoma variouncinatum","Annelida","Polychaeta"
"13608","Aglaophamus elamellatus","Annelida","Polychaeta"
"13609","Eupolymnia trigonostoma","Annelida","Polychaeta"
"13610","Kinbergonuphis tenuis","Annelida","Polychaeta"
"13611","Imeroherpia quadridens","Mollusca","Solenogastres"
"13612","Metapolycope microthrix","Arthropoda","Ostracoda"
"13613","Stygiopontius cladarus","Arthropoda","Copepoda"
"13614","Asterocheres tetrasetosus","Arthropoda","Copepoda"
"13615","Scottocheres youngi","Arthropoda","Copepoda"
"13616","Solenocera necopina","Arthropoda","Malacostraca"
"13617","Trigoniocardia antillarum","Mollusca","Bivalvia"
"13618","Hamacantha (Vomerula) microxifera","Porifera","Demospongiae"
"13619","Trophon parodizi","Mollusca","Gastropoda"
"13620","Cletocamptus levis","Arthropoda","Copepoda"
"13621","Copytus","Arthropoda","Ostracoda"
"13622","Cativella","Arthropoda","Ostracoda"
"13623","Patagonacythere","Arthropoda","Ostracoda"
"13624","Cuspidaria patagonica","Mollusca","Bivalvia"
"13625","Meiosquilla tricarinata","Arthropoda","Malacostraca"
"13626","Thyropus","Arthropoda","Malacostraca"
"13627","Teinostoma goniogyrus","Mollusca","Gastropoda"
"13628","Bursa natalensis","Mollusca","Gastropoda"
"13629","Fenimorea fucata","Mollusca","Gastropoda"
"13630","Phyllodoce erythrophylla","Annelida","Polychaeta"
"13631","Amphithyrus muratus","Arthropoda","Malacostraca"
"13632","Paratyphis maculatus","Arthropoda","Malacostraca"
"13633","Alpheopsis labis","Arthropoda","Malacostraca"
"13634","Synalpheus brevicarpus","Arthropoda","Malacostraca"
"13635","Stenocionops furcatus","Arthropoda","Malacostraca"
"13636","Parasmittina munita","Bryozoa","Gymnolaemata"
"13637","Stephanollona asper","Bryozoa","Gymnolaemata"
"13638","Patella skelettensis","Mollusca","Gastropoda"
"13639","Paralepetopsis sasakii","Mollusca","Gastropoda"
"13640","Meridiosignum undulatum","Arthropoda","Malacostraca"
"13641","Ambostracon bertelsae","Arthropoda","Ostracoda"
"13642","Legitimocythere presequenta","Arthropoda","Ostracoda"
"13643","Setosellina elegantula","Bryozoa","Gymnolaemata"
"13644","Onustus longleyi","Mollusca","Gastropoda"
"13645","Escharoides martae","Bryozoa","Gymnolaemata"
"13646","Schizoporella trimorpha","Bryozoa","Gymnolaemata"
"13647","Arachnopusia admiranda","Bryozoa","Gymnolaemata"
"13648","Amastigia crassimarginata","Bryozoa","Gymnolaemata"
"13649","Exidmonea zagorseki","Bryozoa","Stenolaemata"
"13650","Inversiula patagonica","Bryozoa","Gymnolaemata"
"13651","Ittibittium oryza","Mollusca","Gastropoda"
"13652","Spirodesma magdae","Nematoda","Chromadorea"
"13653","Parabrachiella exilis","Arthropoda","Copepoda"
"13654","Rhachotropis anomala","Arthropoda","Malacostraca"
"13655","Prosipho antarctidis","Mollusca","Gastropoda"
"13656","Protohyale (Boreohyale) maroubrae","Arthropoda","Malacostraca"
"13657","Notopoma fluminense","Arthropoda","Malacostraca"
"13658","Periploma ovatum","Mollusca","Bivalvia"
"13659","Leucothoe leptosa","Arthropoda","Malacostraca"
"13660","Merguia rhizophorae","Arthropoda","Malacostraca"
"13661","Olindagorgia","Cnidaria","Anthozoa"
"13662","Leptogorgia pseudogracilis","Cnidaria","Anthozoa"
"13663","Calliostoma carcellesi","Mollusca","Gastropoda"
"13664","Calliostoma moscatellii","Mollusca","Gastropoda"
"13665","Margarella jason","Mollusca","Gastropoda"
"13666","Callistoctopus macropus","Mollusca","Cephalopoda"
"13667","Rhynohalicella","Arthropoda","Malacostraca"
"13668","Heterophoxus cephalodens","Arthropoda","Malacostraca"
"13669","Triviella rubra","Mollusca","Gastropoda"
"13670","Oenopota carioca","Mollusca","Gastropoda"
"13671","Iophon pictoni","Porifera","Demospongiae"
"13672","Scopalina bunkeri","Porifera","Demospongiae"
"13673","Parasmittina alba","Bryozoa","Gymnolaemata"
"13674","Eratoidea sulcata","Mollusca","Gastropoda"
"13675","Tethya beatrizae","Porifera","Demospongiae"
"13676","Marsteinia parasimilis","Arthropoda","Copepoda"
"13677","Palythoa brasiliensis","Cnidaria","Anthozoa"
"13678","Teinostoma nesaeum","Mollusca","Gastropoda"
"13679","Aaptos glutinans","Porifera","Demospongiae"
"13680","Crella (Grayella) brasiliensis","Porifera","Demospongiae"
"13681","Ceratobornia cema","Mollusca","Bivalvia"
"13682","Metalaeospira pixelli","Annelida","Polychaeta"
"13683","Pleurotomella ybessa","Mollusca","Gastropoda"
"13684","Clathria (Axosuberites) rosita","Porifera","Demospongiae"
"13685","Haliclona (Soestella) crowtheri","Porifera","Demospongiae"
"13686","Oertliella atlantica","Arthropoda","Ostracoda"
"13687","Mesothuria murrayi","Echinodermata","Holothuroidea"
"13688","Verruca minuta","Arthropoda","Thecostraca"
"13689","Halichoanolaimus macramphis","Nematoda","Chromadorea"
"13690","Parasphaerasclera valdiviae","Cnidaria","Anthozoa"
"13691","Phycopsis styloxeata","Porifera","Demospongiae"
"13692","Chevalia anomala","Arthropoda","Malacostraca"
"13693","Phialella belgicae","Cnidaria","Hydrozoa"
"13694","Channelaxinus excavatus","Mollusca","Bivalvia"
"13695","Eurypon suassunai","Porifera","Demospongiae"
"13696","Hymedesmia (Hymedesmia) laptikhovskyi","Porifera","Demospongiae"
"13697","Hymedesmia (Hymedesmia) croftsae","Porifera","Demospongiae"
"13698","Oncholaimellus intersexus","Nematoda","Enoplea"
"13699","Parathyasira subcircularis","Mollusca","Bivalvia"
