"","NameBeforeCor","acceptedName_wormsV1","genus_wormsV1","class_wormsV1","phylum_wormsV1","Timestamp","Article.ID.number","PremierNom","Article_authors","Article_year","Article_title","Article_journal","Article_vol","Article_start.Page","Article_end.Page","OLD_Nb_CScomplex_inArticle","OLD_nb_RemainingArticles","OLD_nb_RemovedArticles","Group_survey","MainDataType","GeneticMarker","Nb_CS","Morpho_diff","relativeDistribution","Eco_diff","Repro_diff","RIOK","Nig","Nsg","Nim","Nsm","Region","Comments","Larva","Habitat","adultDispersal","SpeciesName","acceptedName_wormsOLD","genus_wormsOLD","class_wormsOLD","phylum_wormsOLD","KeepFATE","acceptedName_worms","gs","yearb","genus_worms","class_worms","phylum_worms","Nb_CScomplex_inArticle","nb_RemainingArticles","nb_RemovedArticles","nb_art","nb_Articles_per_sp","orig_Nig","orig_Nsg","orig_Nim","orig_Nsm","Npol","Ntemp","Trop","Stemp","Spol","nb_zones","range_long_r100","range_lat_r100","CHull_r100","NbSitesUsed_r100","SimplifiedName","ncbi","mito","dna","Geo_diff","larv.pktro","larv.leci","larv.dd","larv.pel","larva","Hpelagic","Hcoastal","Hcoralreef","Hdeepsea","Hintertidal","Hseagrass","Hestuarine","Hcave","adultbenthic","adultpelagic","HabAdu","Demersal","HKKv2","HKKv3","Hsubstrate","HDifAccess","Dispers","DispAdult","noNeedTaxonSearch","genus","genusBC","Geo_dif3","symp","sympara","allop","NoMorphoDiff","StatMorphoDiff","DiagMorphoDiff","phylum_class","hard_skeleton","ferti","image","genitals","CSss","Sympatric"
"215","Diloma durvillaea","Diloma durvillaea","Diloma","Gastropoda","Mollusca",NA,NA,"Diloma","Spencer, Hamish G.; Marshall, Bruce A.; Waters, Jonathan M.",2009,"Systematics and phylogeny of a new cryptic species of Diloma Philippi (Mollusca: Gastropoda: Trochidae) from a novel habitat, the bull kelp holdfast communities of southern New Zealand","INVERTEBRATE SYSTEMATICS",23,"19","25",1,1,0,"Mollusca","Genetic, Morphological","mtDNA",2,"Statistic","Sympatric","Yes",NA,TRUE,"34","3","1000",NA,"Pacific",NA,"Lecithotrophic","Rocky shore, Coastal, Intertidal or tide pools, kelp holdfasts","Demersal or benthic, Coastal","Diloma durvillaea","Diloma durvillaea","Diloma","Gastropoda","Mollusca","other","Diloma durvillaea",12,2009,"Diloma","Gastropoda","Mollusca",1,1,0,1,1,"34","3","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diloma durvillaea","TRUE","TRUE","nuc&mito","Sympatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools, kelp holdfasts,Demersal or benthic, Coastal",TRUE,10,10,"Rocky","Easy",NA,"Demersal or benthic",NA,"Diloma","Diloma","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"216","Diplosoma listerianum","Diplosoma listerianum","Diplosoma","Ascidiacea","Chordata",NA,NA,"Diplosoma","Perez-Portela, R.; Arranz, V.; Rius, M.; Turon, X.",2013,"Cryptic speciation or global spread? The case of a cosmopolitan marine invertebrate with limited dispersal capabilities","SCIENTIFIC REPORTS",3,NA,NA,1,1,0,"Other chordate (tunicates/lancets)","Genetic, Morphological","mtDNA",4,"No differentiation","Allopatric, Sympatric",NA,NA,NA,"234","14",NA,NA,"Global",NA,"Lecithotrophic","Rocky shore, fouling communities","Demersal or benthic, Coastal","Diplosoma listerianum","Diplosoma listerianum","Diplosoma","Ascidiacea","Chordata","other","Diplosoma listerianum",43,1841,"Diplosoma","Ascidiacea","Chordata",1,1,0,1,1,"234","14",NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,235.89824,101.885255,193420963.5,100,"Diplosoma listerianum","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, fouling communities,Demersal or benthic, Coastal",TRUE,25,25,"Rocky","Normal",NA,"Demersal or benthic",NA,"Diplosoma","Diplosoma","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Chordata_Ascidiacea","N","B","N","N",TRUE,TRUE
"217","Doto coronata","Doto coronata","Doto","Gastropoda","Mollusca",NA,NA,"Doto","MORROW, CC; THORPE, JP; PICTON, BE",1992,"GENETIC-DIVERGENCE AND CRYPTIC SPECIATION IN 2 MORPHS OF THE COMMON SUBTIDAL NUDIBRANCH DOTO-CORONATA (OPISTHOBRANCHIA, DENDRONOTACEA, DOTOIDAE) FROM THE NORTHERN IRISH SEA","MARINE ECOLOGY PROGRESS SERIES",84,"53","61",1,1,0,"Mollusca","Genetic, Morphological, Ecological","Allozymes",2,"Statistic","Sympatric","Yes",NA,TRUE,"22","1","22","1","Atlantic",NA,"Planktotroph, Pelagic","Rocky shore, Coastal","Demersal or benthic, Coastal","Doto coronata","Doto coronata","Doto","Gastropoda","Mollusca","other","Doto coronata",91,1791,"Doto","Gastropoda","Mollusca",1,1,0,1,1,"22","1","22","1",FALSE,TRUE,FALSE,TRUE,FALSE,2,88.07412338,94.47071922,151996896,100,"Doto coronata","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal,Demersal or benthic, Coastal",TRUE,25,25,"Rocky","Normal","Moderate to high","Demersal or benthic",NA,"Doto","Doto","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"218","Drymonema larsoni","Drymonema larsoni","Drymonema","Scyphozoa","Cnidaria","07/08/2023 16:51",181,"Drymonema","Daglio, LG; Dawson, MN",2017,"Species richness of jellyfishes (Scyphozoa : Discomedusae) in the Tropical Eastern Pacific: missed taxa, molecules, and morphology match in a biodiversity hotspot","INVERTEBRATE SYSTEMATICS",31,"635","663",NA,NA,0,"Cnidaria","Genetic, Morphological","mtDNA, other nuclear, ITS",2,"Statistic","Allopatric",NA,NA,TRUE,"15","2","15","2","Atlantic, Pacific",NA,"Pelagic","Pelagic","Pelagic","Drymonema larsoni",NA,NA,NA,NA,"other","Drymonema larsoni",3,2010,"Drymonema","Scyphozoa","Cnidaria",9,1,0,1,1,"15","2","15","2",FALSE,TRUE,TRUE,FALSE,FALSE,2,NA,NA,NA,NA,"Drymonema larsoni","TRUE","TRUE","nuc&mito","Allopatric",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Drymonema","Drymonema","Allopatric",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Cnidaria_Scyphozoa","N","E","N","N",TRUE,FALSE
"219","Echinometra mathaei, sensu lato","Echinometra mathaei","Echinometra","Echinoidea","Echinodermata",NA,NA,"Echinometra","Rahman, MA; Uehara, T; Pearse, JS",2001,"Hybrids of two closely related tropical sea urchins (Genus Echinometra): Evidence against postzygotic isolating mechanisms","BIOLOGICAL BULLETIN",200,"97","106",1,1,0,"Echinodermata","Morphological, Ecological, Reproductive","Allozymes, mtDNA (various studies since Matsuoka, 1991)",2,"Diagnostic","Sympatric","Yes",NA,TRUE,NA,NA,NA,NA,"Pacific",NA,"Planktotroph","Rocky shore, Coastal, Intertidal or tide pools","Demersal or benthic, Coastal","Echinometra mathaei, sensu lato","Echinometra mathaei","Echinometra","Echinoidea","Echinodermata","other","Echinometra mathaei",6,1825,"Echinometra","Echinoidea","Echinodermata",1,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,279.796,60.09497071,85912765.1,100,"Echinometra mathaei","TRUE","TRUE","nuc&mito","Sympatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Rocky shore, Coastal, Intertidal or tide pools,Demersal or benthic, Coastal",TRUE,5,5,"Rocky","Easy",NA,"Demersal or benthic",NA,"Echinometra","Echinometra","Sympatric",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Echinodermata_Echinoidea","Y","E","N","N",FALSE,TRUE
"220","Elops saurus","Elops saurus","Elops","Actinopterygii","Chordata",NA,NA,"Elops","McBride, RS; Horodysky, AZ",2004,"Mechanisms maintaining sympatric distributions of two ladyfish (Elopidae : Elops) morphs in the Gulf of Mexico and western North Atlantic Ocean","LIMNOLOGY AND OCEANOGRAPHY",49,"1173","1181",1,1,0,"Fish","Morphological, Ecological","not necessary in this case",2,"Statistic","Parapatric",NA,NA,TRUE,NA,NA,"4597","13","Caribbean, Atlantic",NA,"Planktotroph, Pelagic","Pelagic, Coastal","Pelagic, Coastal","Elops saurus","Elops saurus","Elops","Actinopterygii","Chordata","other","Elops saurus",7,1766,"Elops","Actinopterygii","Chordata",1,1,0,1,1,NA,NA,"4597","13",FALSE,TRUE,TRUE,TRUE,FALSE,3,110.735556,62.41436,81215013,100,"Elops saurus","TRUE","TRUE","nuc&mito","Paratric",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic, Coastal,Pelagic, Coastal",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Elops","Elops","Allopatric",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,FALSE
"221","Engraulis encrasicolus","Engraulis encrasicolus","Engraulis","Actinopterygii","Chordata",NA,NA,"Engraulis","Borsa, P; Collet, A; Durand, JD",2004,"Nuclear-DNA markers confirm the presence of two anchovy species in the Mediterranean","COMPTES RENDUS BIOLOGIES",327,"1113","1123",1,1,1,"Fish","Genetic, Morphological, Ecological","other nuclear",2,"Statistic","Sympatric, Parapatric","Yes",NA,TRUE,"1281","24","86","5","Mediterranean","larval info not given.","Direct development, Coastal","Pelagic","Pelagic","Engraulis encrasicolus","Engraulis encrasicolus","Engraulis","Actinopterygii","Chordata","other","Engraulis encrasicolus",9,1758,"Engraulis","Actinopterygii","Chordata",1,1,1,1,2,"1281","24","86","5",FALSE,TRUE,TRUE,TRUE,FALSE,3,47.76666641,89.75820018,31678359.03,100,"Engraulis encrasicolus","TRUE","TRUE","nuc&mito","Sympatric, Parapatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Engraulis","Engraulis","Sympatric, Allopatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,TRUE
"222","Etelis carbunculus","Etelis carbunculus","Etelis","Actinopterygii","Chordata","05/07/2023 22:36",83,"Etelis","Andrews, KR; Williams, AJ; Fernandez-Silva, I; Newman, SJ; Copus, JM; Wakefield, CB; Randall, JE; Bowen, BW",2016,"Phylogeny of deepwater snappers (Genus Etelis) reveals a cryptic species pair in the Indo-Pacific and Pleistocene invasion of the Atlantic","MOLECULAR PHYLOGENETICS AND EVOLUTION",100,"361","371",NA,NA,0,"Fish","Genetic, Morphological","mtDNA, other nuclear",2,"Diagnostic","Allopatric, Sympatric",NA,NA,TRUE,"1696","14","385","5","Indo-pacific",NA,"Planktotroph, Pelagic","Deep sea","Demersal or benthic","Etelis carbunculus",NA,NA,NA,NA,"other","Etelis carbunculus",4,1828,"Etelis","Actinopterygii","Chordata",1,1,0,1,1,"1696","14","385","5",FALSE,TRUE,TRUE,TRUE,FALSE,3,210.9973344,64.583667,77731250.88,100,"Etelis carbunculus","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Deep sea,Demersal or benthic",TRUE,100,100,NA,"Difficult","Moderate to high","Demersal or benthic",NA,"Etelis","Etelis","Sympatric, Allopatric",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Chordata_Actinopterygii","Y","E","Y","N",FALSE,TRUE
"223","Eucalanus hyalinus s.l.","Eucalanus hyalinus","Eucalanus","Copepoda","Arthropoda",NA,NA,"Eucalanus","Goetze, E; Bradford-Grieve, J",2005,"Genetic and morphological description of Eucalanus spinifer T. Scott, 1894 (Calanoida : Eucalanidae), a circumglobal sister species of the copepod E hyalinus ss (Claus, 1866)","PROGRESS IN OCEANOGRAPHY",65,"55","87",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA, ITS",2,"Statistic","Sympatric",NA,NA,TRUE,"158","31","162","8",NA,NA,"Pelagic, Direct development, Brooding","Pelagic","Pelagic","Eucalanus hyalinus s.l.","Eucalanus hyalinus","Eucalanus","Copepoda","Arthropoda","other","Eucalanus hyalinus",5,1866,"Eucalanus","Hexanauplia","Arthropoda",1,1,0,1,1,"158","31","162","8",FALSE,TRUE,TRUE,TRUE,FALSE,3,233.810033,107.3,206536545.9,100,"Eucalanus hyalinus","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Eucalanus","Eucalanus","Sympatric",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Arthropoda_Hexanauplia",NA,NA,NA,NA,TRUE,TRUE
"224","Eukrohnia hamata","Eukrohnia hamata","Eukrohnia","Sagittoidea","Chaetognatha",NA,NA,"Eukrohnia","Miyamoto, Hiroomi; Machida, Ryuji J.; Nishida, Shuhei",2012,"Global phylogeography of the deep-sea pelagic chaetognath Eukrohnia hamata","PROGRESS IN OCEANOGRAPHY",104,"99","109",1,1,0,"chaetognatha","Genetic, Morphological","mtDNA",4,"No differentiation","Allopatric, Sympatric",NA,NA,NA,"343","22","211","22","Global","larval information not given","Direct development","Pelagic","Pelagic","Eukrohnia hamata","Eukrohnia hamata","Eukrohnia","Sagittoidea","Chaetognatha","other","Eukrohnia hamata",11,1875,"Eukrohnia","Sagittoidea","Chaetognatha",1,1,0,1,1,"343","22","211","22",TRUE,TRUE,TRUE,TRUE,TRUE,5,316.2,157.8333333,287114486.5,100,"Eukrohnia hamata","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Pelagic,Pelagic",FALSE,1000,1000,NA,"Normal","High","Pelagic",NA,"Eukrohnia","Eukrohnia","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Chaetognatha_Sagittoidea","N","I","N","N",TRUE,TRUE
"225","Eumunida annulosa","Eumunida annulosa","Eumunida","Malacostraca","Arthropoda",NA,NA,"Eumunida","Puillandre, Nicolas; Macpherson, Enrique; Lambourdiere, Josie; Cruaud, Corinne; Boisselier-Dubayle, Marie-Catherine; Samadi, Sarah",2011,"Barcoding type specimens helps to identify synonyms and an unnamed new species in Eumunida Smith, 1883 (Decapoda : Eumunididae)","INVERTEBRATE SYSTEMATICS",25,"322","333",1,1,0,"Arthropoda","Genetic, Morphological","mtDNA, other nuclear",2,"No differentiation","unclear",NA,NA,NA,"93","12","93","12","Indo-Pacific",NA,"Planktotroph","Deep sea","unknown","Eumunida annulosa","Eumunida annulosa","Eumunida","Malacostraca","Arthropoda","other","Eumunida annulosa",34,1990,"Eumunida","Malacostraca","Arthropoda",1,1,0,1,1,"93","12","93","12",NA,NA,NA,NA,NA,NA,10.11999512,6.463834839,583787.2979,100,"Eumunida annulosa","TRUE","TRUE","nuc&mito","",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Deep sea,unknown",FALSE,NA,NA,NA,"Difficult",NA,NA,NA,"Eumunida","Eumunida",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Arthropoda_Malacostraca","Y","I","Y","Y",TRUE,NA
"226","Eurythoe complanata","Eurythoe complanata","Eurythoe","Polychaeta","Annelida",NA,NA,"Eurythoe","Barroso, Romulo; Klautau, Michelle; Sole-Cava, Antonio M.; Paiva, Paulo C.",2010,"Eurythoe complanata (Polychaeta: Amphinomidae), the 'cosmopolitan' fireworm, consists of at least three cryptic species","MARINE BIOLOGY",157,"69","80",1,1,0,"Annelida","Genetic, Morphological","mtDNA, Allozymes",3,"No differentiation","Allopatric, Sympatric",NA,NA,TRUE,"121","9","247","20","Global",NA,"Planktotroph, Pelagic","Coral reef","Demersal or benthic","Eurythoe complanata","Eurythoe complanata","Eurythoe","Polychaeta","Annelida","other","Eurythoe complanata",15,1766,"Eurythoe","Polychaeta","Annelida",1,1,0,1,1,"121","9","247","20",FALSE,TRUE,TRUE,TRUE,FALSE,3,294.9499987,78.012459,154942058.1,100,"Eurythoe complanata","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal","Moderate to high","Demersal or benthic",NA,"Eurythoe","Eurythoe","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,TRUE
"227","Foetorepus calauropomus","Foetorepus calauropomus","Foetorepus","Actinopterygii","Chordata","6/19/2023 4:50:00",277,"Foetorepus","Park, JM; Powell, NN; Gillings, MR; Gaston, TF; Williamson, JE",2020,"Phylogeny and form in fishes: Genetic and morphometric characteristics of dragonets (Foetorepus sp.) do not align","ACTA ZOOLOGICA",101,"218","226",NA,NA,0,"Fish","Genetic","mtDNA",3,"No differentiation","Sympatric",NA,NA,NA,"43",NA,"43",NA,"Pacific Ocean",NA,"Unknown","Coastal, Estuarine",NA,"Foetorepus calauropomus",NA,NA,NA,NA,"other","Foetorepus calauropomus",10,1844,"Foetorepus","Actinopterygii","Chordata",1,1,0,1,1,"43",NA,"43",NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,38.0565,26.514198,5593377.219,100,"Foetorepus calauropomus","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,"Coastal, Estuarine,NA",FALSE,10,10,NA,"Normal",NA,NA,NA,"Foetorepus","Foetorepus","Sympatric",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Chordata_Actinopterygii","Y","E","Y","N",TRUE,TRUE
"228","Fungicola fagei","Fungicola fagei","Fungicola","Malacostraca","Arthropoda",NA,NA,"Fungicola","van der Meij, Sancia E. T.",2015,"Host relations and DNA reveal a cryptic gall crab species (Crustacea: Decapoda: Cryptochiridae) associated with mushroom corals (Scleractinia: Fungiidae)","CONTRIBUTIONS TO ZOOLOGY",84,"39","57",1,1,0,"Arthropoda","Genetic, Morphological, Ecological","mtDNA",2,"No differentiation","Sympatric","Yes",NA,TRUE,"33","10",NA,NA,"Indo-Pacific",NA,"Unknown","Coral reef","Demersal or benthic","Fungicola fagei","Fungicola fagei","Fungicola",NA,NA,"other","Fungicola fagei",3,1956,"Fungicola","Malacostraca","Arthropoda",1,1,0,1,1,"33","10",NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,"Fungicola fagei","TRUE","TRUE","nuc&mito","Sympatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Coral reef,Demersal or benthic",TRUE,10,10,NA,"Normal",NA,"Demersal or benthic",NA,"Fungicola","Fungicola","Sympatric",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Arthropoda_Malacostraca","Y","I","Y","Y",TRUE,TRUE
"229","Galeolaria caespitosa","Galeolaria caespitosa","Galeolaria","Polychaeta","Annelida",NA,NA,"Galeolaria","Halt, Magdalena N.; Kupriyanova, Elena K.; Cooper, Steven J. B.; Rouse, Greg W.",2009,"Naming species with no morphological indicators: species status of Galeolaria caespitosa (Annelida : Serpulidae) inferred from nuclear and mitochondrial gene sequences and morphology","INVERTEBRATE SYSTEMATICS",23,"205","222",1,1,0,"annelida","Genetic, Morphological","mtDNA, ITS",2,"No differentiation","Allopatric",NA,NA,NA,"50","11","99","11","Australia",NA,"Planktotroph","Soft sediment","Demersal or benthic","Galeolaria caespitosa","Galeolaria caespitosa","Galeolaria","Polychaeta","Annelida","other","Galeolaria caespitosa",3,1818,"Galeolaria","Polychaeta","Annelida",1,1,0,1,1,"50","11","99","11",FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,NA,NA,NA,"Galeolaria caespitosa","TRUE","TRUE","nuc&mito","Allopatric",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment,Demersal or benthic",TRUE,25,NA,"Sediment","Normal",NA,"Demersal or benthic",NA,"Galeolaria","Galeolaria","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Annelida_Polychaeta","N","B","N","N",TRUE,FALSE
"230","Gemmula cf. cosmoi","Gemmula cosmoi","Gemmula","Gastropoda","Mollusca",NA,NA,"Gemmula","Puillandre, N.; Modica, M. V.; Zhang, Y.; Sirovich, L.; Boisselier, M. -C.; Cruaud, C.; Holford, M.; Samadi, S.",2012,"Large-scale species delimitation method for hyperdiverse groups","MOLECULAR ECOLOGY",21,"2671","2691",10,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","mtDNA, other nuclear",2,"No differentiation","Allopatric","Yes","Yes",TRUE,NA,NA,NA,NA,"IndoPacific","This is a very complicated paper with 87 different species involved, spanning both CS and non-CS.","Unknown","Soft sediment, Deep sea","Demersal or benthic","Gemmula cf. cosmoi","Gemmula cosmoi","Gemmula","Gastropoda","Mollusca","other","Gemmula cosmoi",52,1930,"Gemmula","Gastropoda","Mollusca",10,1,0,1,1,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,3,NA,NA,NA,NA,"Gemmula cosmoi","TRUE","TRUE","mito","Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,100,100,"Sediment","Difficult",NA,"Demersal or benthic",NA,"Gemmula","Gemmula","Allopatric",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,FALSE
"231","Gemmula cf. hombroni","Gemmula hombroni","Gemmula","Gastropoda","Mollusca",NA,NA,"Gemmula","Puillandre, N.; Modica, M. V.; Zhang, Y.; Sirovich, L.; Boisselier, M. -C.; Cruaud, C.; Holford, M.; Samadi, S.",2012,"Large-scale species delimitation method for hyperdiverse groups","MOLECULAR ECOLOGY",21,"2671","2691",10,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","mtDNA, other nuclear",3,"No differentiation","Allopatric, Sympatric","Yes","Yes",TRUE,NA,NA,NA,NA,"IndoPacific","This is a very complicated paper with 87 different species involved, spanning both CS and non-CS.","Unknown","Soft sediment, Deep sea","Demersal or benthic","Gemmula cf. hombroni","Gemmula hombroni","Gemmula","Gastropoda","Mollusca","other","Gemmula hombroni",52,1922,"Gemmula","Gastropoda","Mollusca",10,1,0,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,"Gemmula hombroni","TRUE","TRUE","mito","Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,100,100,"Sediment","Difficult",NA,"Demersal or benthic",NA,"Gemmula","Gemmula","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"232","Gemmula cf. monolifera","Gemmula monilifera","Gemmula","Gastropoda","Mollusca",NA,NA,"Gemmula","Puillandre, N.; Modica, M. V.; Zhang, Y.; Sirovich, L.; Boisselier, M. -C.; Cruaud, C.; Holford, M.; Samadi, S.",2012,"Large-scale species delimitation method for hyperdiverse groups","MOLECULAR ECOLOGY",21,"2671","2691",10,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","mtDNA, other nuclear",4,"No differentiation","Allopatric, Sympatric","No","Yes",TRUE,NA,NA,NA,NA,"IndoPacific","This is a very complicated paper with 87 different species involved, spanning both CS and non-CS.","Unknown","Soft sediment, Deep sea","Demersal or benthic","Gemmula cf. monolifera","Gemmula monilifera","Gemmula","Gastropoda","Mollusca","other","Gemmula monilifera",52,1860,"Gemmula","Gastropoda","Mollusca",10,1,0,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,170.6757735,55.64028,53985238.29,100,"Gemmula monilifera","TRUE","TRUE","nuc&mito","Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,100,100,"Sediment","Difficult",NA,"Demersal or benthic",NA,"Gemmula","Gemmula","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
"233","Gemmula cf. rarimaculata","Gemmula rarimaculata","Gemmula","Gastropoda","Mollusca",NA,NA,"Gemmula","Puillandre, N.; Modica, M. V.; Zhang, Y.; Sirovich, L.; Boisselier, M. -C.; Cruaud, C.; Holford, M.; Samadi, S.",2012,"Large-scale species delimitation method for hyperdiverse groups","MOLECULAR ECOLOGY",21,"2671","2691",10,1,0,"Mollusca","Genetic, Morphological, Ecological, Reproductive","mtDNA, other nuclear",2,"No differentiation","Allopatric, Sympatric","Yes","Yes",TRUE,NA,NA,NA,NA,"IndoPacific","This is a very complicated paper with 87 different species involved, spanning both CS and non-CS.","Unknown","Soft sediment, Deep sea","Demersal or benthic","Gemmula cf. rarimaculata","Gemmula rarimaculata","Gemmula","Gastropoda","Mollusca","other","Gemmula rarimaculata",52,1971,"Gemmula","Gastropoda","Mollusca",10,1,0,1,1,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,NA,NA,NA,"Gemmula rarimaculata","FALSE","FALSE","No seq","Sympatric, Allopatric",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Soft sediment, Deep sea,Demersal or benthic",TRUE,100,100,"Sediment","Difficult",NA,"Demersal or benthic",NA,"Gemmula","Gemmula","Sympatric, Allopatric",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Mollusca_Gastropoda","Y","B","Y","B",TRUE,TRUE
